Sentence,Sentiment,TestRandomSentiment,TestVaderSentiment,TestKerasSentiment
morning yall look forward nice bbq today everyone follow please,1,-1,1,1
_ indeed make life,1,1,0,0
stress mood,-1,-1,-1,-1
long goin,0,-1,0,0
youre phone,0,0,0,0
much lately ill get onto,0,1,-1,0
hot do late spring cleaning settle book barely read left glass mum,-1,1,0,-1
ew use get suicide high school mix like soda together drink think remember enjoy,1,-1,1,1
wish could enjoy girl day,1,1,1,1
lay egg,0,0,0,0
well miss lucky,-1,1,1,0
wow really feel comfort,1,0,1,1
cleaning house,0,1,0,0
shes hot w follower ive get quite clue theyre follow,1,1,0,0
woohoo nothing say hot date night lol im watch yr girl hub work,1,0,1,1
darn keep forget darn dm,-1,0,-1,-1
listen kind,-1,-1,1,0
nice yo live buddy,1,-1,1,1
thank good sir surprisingly good afternoon productive,1,1,1,1
hey anymore im back,0,-1,0,0
could bought amount money spent,0,1,0,0
learn jerk leg colorado fam,0,0,-1,0
guy absolutely amaze tonight always thanks always bring dance party,1,1,1,1
morning view back deck,0,1,0,0
hmm tasty go curry rice probably,1,-1,0,1
early morning golf sunny day,0,1,1,0
enjoy cold boston day think new metal back doesnt like get wet,-1,1,1,-1
little girl love new song answer u love twitter guy,1,1,1,1
hangover today,0,0,0,0
haha play fall boy bar full old people need,0,0,1,0
fact apparently first follower um embarrass,0,0,-1,0
finally back dinner party fun alice wine get married next week may th,1,1,1,1
watch steel go bed one tomorrow give mommy gift night,1,1,1,0
thank hope turn top week,1,1,1,1
get fire hug,0,1,1,0
test tuesday wednesday thursday im afraid math one english much,-1,1,0,-1
bore homework do master program friday nite wit,-1,-1,-1,-1
doesnt come far enough south,0,0,0,0
well arent normal cant drive mexico queen,-1,1,1,0
slept long nap long enough time,0,0,0,0
found exit take thanks,1,0,1,1
thanks recommendation follow,1,-1,1,1
rest day,0,1,0,0
miss tampa,-1,-1,-1,-1
look found lol,0,-1,1,0
wow still havent gotten,0,-1,1,0
wish new job,1,-1,1,1
ouch pick nose count,-1,0,0,-1
tgif dont like hour need stand run around much sit plus honest tea day yay,-1,0,1,1
wow cant believe monday already hope everyone well today,1,0,1,1
hop day get well,1,-1,1,1
car broke time start look get another one thing another,-1,1,-1,-1
garden attack bug come inside,0,1,-1,0
sorry guy drop trip personal,-1,-1,1,-1
soooo sleepy get ta finish game lol cavs whoop whoop,0,1,1,0
boo cant sleep say hi random people,-1,1,0,0
bout go bed happy mother day lady especially th takin care kid love u momma,1,0,1,1
look new beard fell window bright green one time,0,-1,1,0
im feel well something tummy,1,-1,1,-1
donate charity feel good give good workout heavy lift,1,1,1,1
month ahaha dunno go tomorrow lmao cause go today freakin filipino parent aha,0,1,1,0
thumb hurt break nail,-1,0,-1,-1
yea say something great hear,1,1,1,1
awww thank youre welcome lol,1,0,1,1
drank didnt thats youre ask know,-1,0,0,0
say im til later enjoy day everyone,1,0,1,1
go disney world lucky,1,1,1,1
feel useless dont know right im bore,-1,1,-1,-1
ugh cramp hot,-1,1,-1,-1
get ready graduation party id much rather hello cook,-1,1,1,1
yeah suppose,0,0,1,0
think come back australia love,1,0,1,1
youre watch,0,0,0,0
time halo,0,0,0,0
hate lol dont know people play,-1,0,-1,-1
thanks photo look great ill comment asap,1,-1,1,1
would do idea sad yr later strawberry dead puppy,-1,1,-1,-1
hand hurt,-1,0,-1,-1
best bike best guy love sound think itï½s ask ride nice vid,1,0,1,1
screw goin back go tomorrow kinda sad,-1,0,-1,-1
okay im seriously bore nothing cant go cause rain,-1,1,-1,-1
good night peep give mom great love,1,0,1,1
john present ever even online,0,0,0,0
dang voice wont come cover hate flu,-1,1,-1,-1
people say youd come stuff bug people,0,0,0,0
watch killer jr awesome late though cut programme mid song twas favourite,0,-1,-1,0
already ten minute late reading flower attic late breakfast starbucks listen wake vega,0,0,0,0
get soon put dress mess,0,-1,-1,0
weekend also great two friend four day,1,0,1,1
one day pray get well,1,1,1,0
hmm im really sorry hear would do,-1,1,-1,-1
do class pack hope,0,1,1,1
day im still tire,-1,1,0,-1
study later guy,0,0,0,0
part start feel effect tan,-1,1,0,-1
good outside use fact doesnt sister lonely puppy,-1,1,1,-1
ahh pls help number ill come back later see u say haha plz thank u,1,0,1,1
bed able sleep bloody,-1,1,-1,-1
havent get mine yet u get,0,0,0,0
today dan bought bio reality bite needle say get point also tummy happy boo,-1,0,1,-1
order pizza pizza girl sing love new song excite new song jb paranoid day,1,1,1,1
britney song desktop,0,0,0,0
sanctuarysunday fav character ashley cause shes awesome,1,-1,1,1
still live way could pop see dont cant,0,1,0,0
want sandwich sooo bad,1,0,-1,-1
grrr people suck cry animal die nature show people sick hunt,-1,-1,-1,-1
clue wtf im,-1,-1,-1,-1
fall boy bear fall sky,0,1,0,0
chocolate like smack,0,0,1,0
love ignore except yell love life,0,1,1,0
demi super girl dont like french fan,0,1,1,1
ive week biology exam revise bone time limited,0,1,-1,0
miss yes im usually free dinner rarely day text text,0,-1,1,-1
wk,0,0,0,0
watch bruce,0,1,0,0
turn around go much sit sun side deck close,0,0,0,0
bad news ever today tattoo artist move omg go,-1,-1,-1,-1
haha lol english work doo college,1,0,1,0
want ben lol tweet people im bore,0,0,1,-1
time work,0,0,0,0
btw _,0,-1,0,0
thanks decide give old go account,0,0,1,1
week,0,1,0,0
omg star war day may fourth everyone call watch least film tonight,1,-1,-1,1
didnt leave,0,0,0,0
hehe true wonder come,1,1,1,1
sure would like cream right,1,0,1,0
im home night pub,0,-1,0,0
turn keyboard,1,1,0,0
amaze concert get really good video picture,1,-1,1,1
kind coach would didnt read tweet still wait picture,0,0,1,0
everyone left go bed,-1,1,0,0
meeting yay work,1,0,1,1
time go bed past time dont expect hear noon lol bless morning,0,-1,1,0
cant good twitter instead watch,-1,0,-1,1
cant even tell do,-1,0,0,0
miss phone service suck,-1,0,-1,-1
im proud,1,-1,1,1
work need money,0,-1,0,0
holy time go suck away life waste whole week wish self control,-1,0,-1,-1
watch today show didnt see though,-1,-1,0,0
pub crawl,0,-1,0,0
cat die failure math test day need get well,0,-1,-1,0
kick u bank get monday omg,-1,-1,0,-1
go day old korea date someone special,1,-1,1,0
get home lovely wedding,1,-1,1,1
probably go miss race season sad track pure scan awesomeness,0,1,-1,0
couldnt eat nugget finish,0,1,0,-1
friday friday morning ugh,-1,1,-1,-1
mean last post doesnt sound good,-1,0,-1,-1
work day weekend aah well another one come week,0,0,1,0
thanks couldnt find way around itunes though found little app call switch job nicely,1,-1,1,1
hi get pm monday may mail via dm,0,0,0,0
haha kk tell u remember,0,-1,1,0
order pizza watch try tweetdeck good,1,1,1,1
hehe,1,0,0,0
im sorry youre best day neither though work tonight,-1,0,1,0
gon na see boyfriend momma tomorrow momma dayy,0,-1,0,0
awww still im go look though,0,0,0,0
eat,0,0,0,0
nope ti look super sweet,1,0,0,1
watch two half men work experience tomorrow,0,0,0,0
drop new mobile finger cross work still left contract,1,1,-1,0
cant wait come home miss bad parent take canada,0,-1,-1,-1
george b apparently write word day sure practice work come nd nature,0,1,1,0
understand,1,-1,0,0
ahh thats fun work last night party go movie today see wolverine good weekend,1,1,1,1
ive dead past flu suck,-1,-1,-1,-1
dont make sad agree tho need sa magical lyric,-1,-1,1,-1
come sun come sun say right,0,1,0,0
woot well second favourite episode come ross rachel know,1,0,1,1
look great morning already,1,1,1,1
haha thanks,1,0,1,1
la fitness work right busy morning,0,0,1,0
omg found thnx,1,-1,0,1
make tonight,0,-1,0,0
rest peace,-1,0,1,0
life family kingdom good summer sport swim ocean night,1,0,1,1
proud seriously think join next year get get training,1,1,1,0
im go lie im love ace cake lose,1,1,1,0
cure jealous way hope enjoy wish go way,0,0,1,0
haha bet settle bad,1,-1,-1,0
think con law fight headache pay bill,0,-1,-1,0
good morning thanks retweet,1,1,1,1
thing,-1,-1,0,0
need simple,1,1,0,0
happy cause voice back,1,0,1,1
kill im sick n friday night,-1,0,-1,-1
guess ill since cant really decide one choose,0,1,-1,0
play pet society,0,0,1,0
something like,0,0,1,0
think may broke toe bar drunk girl,-1,-1,-1,-1
lol want ach dress reason im bore lol,-1,1,1,-1
oh lovely one thing mum great sound yummy makin hungry lol p,1,1,1,1
good night everybody love u xo,1,0,1,1
yes im argentina ï½ de te,0,0,1,0
oh man go connect old school nintendo play game bag get ta search,-1,-1,1,0
thnks follow idiot,0,-1,-1,0
get free chocolate still havent gotten email,0,0,1,0
cool thanks response ill check firefox,1,1,1,1
good morning sunshine sleepy,1,0,1,1
yeah focus get add model unfortunately,-1,1,-1,-1
ive work finger tip bare today cod get,0,1,0,0
need sleep im even tire,0,0,0,-1
hehe yeah would totally write xd,0,0,1,0
female im write essay,0,0,0,0
include stuff release,0,0,0,0
follower go id follow back cant anything till get want follower im interest,1,1,1,1
dammit let private session,-1,-1,0,-1
photo great night,1,0,1,1
ooh nice well guess nice moment windy rainy like rain,1,0,1,1
love,1,0,1,1
awww poor try make drive eat something great show tonight wish could live far,0,0,1,0
think im break heart emo sound meh,-1,0,-1,-1
need play infamous wheres free coupon need one miss coke reward,-1,1,1,-1
need,-1,-1,0,0
go fail art final fml far bad semester life school wise otherwise best,0,0,1,-1
somehow alarm become hour fast come realize leave house feel good early start,1,-1,1,1
seriously dont like girl,-1,0,-1,-1
fun haha guy american reject look like he crack,1,0,1,1
time wind relax little change world little twitter even rest others,0,1,1,0
dont either,0,-1,0,0
hahaha im drive leave wake tomorrow arrive hr see ya,0,-1,1,0
keep turn odd nugget wisdom,-1,0,1,-1
loss like ima get unexpected graduation good way,1,0,1,-1
watch mall cop wasnt funny wasnt bad guess kinda wish still work movie theater,0,1,-1,0
booo finally could get back internet go,0,-1,0,-1
goodnight,1,1,0,1
well haha play,1,0,1,0
sound like zombie dream ever,-1,0,1,1
see october love new book next one,1,-1,1,1
think funny people think youre lie real john,1,1,1,1
thanks darling girl,1,0,1,1
experience know social try,1,0,0,1
miss daddy,-1,-1,-1,-1
airport flight delayed,-1,0,-1,-1
hey dude turn flyer youre nice,-1,-1,1,1
come back go aunt wedding party way fun get see cousin year,1,1,1,1
must fool twitterland doesnt get retweet,-1,1,-1,-1
presentation go well yes also met cool people checked portfolio nice project,1,0,1,1
except fact rain since wednesday suppose stop till monday ew,-1,-1,-1,0
fb boring wan na sing right,-1,1,-1,-1
back home oven pop pizza,0,1,0,0
u guy soo unfair smh,-1,1,-1,-1
one go spring show,0,1,0,0
im consider buying one look,0,1,0,0
day left offf portugal see,0,0,0,0
idea keep tweet graphic im sure someone tell,0,1,1,0
write tape,0,1,0,0
feelin little blue tonight love might good,0,0,1,1
everything good except neck shot back head shot,0,1,1,0
get firefox work get back,0,1,0,0
he great,1,0,1,1
dear snore b move middle bed please,0,-1,1,0
nothing tonight,0,1,0,0
way,0,-1,0,0
feel well hon,0,1,1,-1
time ant he go night,0,1,0,0
yahoo volleyball hike eat fish eye witness sleep beach jumping rock hang park film,1,0,0,1
hour sleep time bed far good,1,1,1,1
watch go computer fun lol norm fun,1,-1,1,1
party move next weekend stupid weather,-1,-1,-1,-1
yes dude im gon na cry,-1,-1,-1,-1
aww son give purple g shock mother day,1,1,-1,1
listen j dang,0,-1,0,0
thankyou suggest bay,0,1,0,1
well miss think would really like,0,0,1,-1
present lead ability move one day,1,1,1,1
photo perhaps lol itch see,0,1,1,0
feelin hot,0,-1,0,-1
couldnt remember different cord meant lose half leave graduation anyway,-1,-1,-1,-1
ohh wan na go lol,1,1,1,0
spent hour morning go yearbook see senior start speech boring,-1,1,-1,-1
work,0,1,0,0
mobile phone checkin another fail american service come close crashed im,-1,0,-1,-1
last day im la sad,-1,1,-1,-1
oops shouldnt,-1,1,0,-1
continue episode come,0,-1,0,0
college cop get see one person group together,0,-1,-1,0
im feel im sad happy dont feel time feel love,1,-1,1,0
heavy rain weve wk,-1,1,0,0
yay although eat spend rest even java code hw,0,0,1,0
suppose certain charm id personally hold track phone like phone,0,-1,1,0
mean,0,0,0,0
hope later sound like theyre lot fun thanks,1,-1,1,1
room warm window open im still cooking,-1,1,1,0
good morning aww sorry stuck airport hour,0,0,1,-1
yeah least try good night visit tmrw,1,0,1,1
sooo wood bbq time,1,0,0,1
wish could yr wonder theyre really go,1,0,1,1
never part follow friday,0,0,0,0
heard im totally miss maybe next time,-1,-1,-1,-1
poor buddy tease mini think need,0,1,-1,-1
dont rub,0,0,0,0
married silly man do long ago read tweet barely escape wout pay,-1,-1,1,-1
cant wait definately go amaze michelle,1,0,1,1
wonderful day yesterday family love nothing like shoot basketball men life,1,0,1,1
guess go im still gym work,0,1,0,0
doesnt show people,-1,1,0,-1
commence min lol wait ed show,0,1,1,0
long shift tonight really sleep im tire nice talk jon work get ta love boy,0,0,1,0
actually workin,0,1,0,0
wish didnt go work tonight,1,-1,1,0
hey dude im finish dude saw pic w long hair umm let say keep short ha,0,0,1,1
weekend go great,1,0,1,1
oh,0,-1,0,0
sad face moment day,-1,-1,-1,-1
happiness chinese totally disappointed food usually good fail,-1,0,-1,-1
second last biology first time ever time haha,0,1,1,0
cold rock yum xd fun day,1,1,1,1
im posh enough read,0,1,0,0
right coursework promise,0,1,1,0
great,1,0,1,1
im couple bus stop away didnt realize month ago,0,-1,-1,0
_j love tire,0,0,1,0
wish,1,1,1,1
phone woo,0,-1,1,0
im im friggin check new coat promise someone wouldnt spend week buying,1,0,1,0
pub lunch go daughter tea life good,1,-1,1,1
sorry didnt message yet couldnt get thought straight tomorrow ill try goodnight,0,1,-1,-1
right iï½m correct color iï½m go dig find possible,0,-1,1,0
thanks reading blog laugh cry,0,-1,-1,1
p doctor swine flu paranoid,0,-1,-1,0
lose sorry hear check travel,1,0,-1,-1
much fun smile harder,1,-1,1,1
down tomorrow,0,1,0,0
sit house two away stuff swine flu thats diff story,-1,-1,-1,-1
hug im glad get spend time mom free tonight drop,1,-1,1,1
today happy get get school early im bore,0,0,1,0
nice concert yesterday nice location nice people great bad cold since yesterday night sick suck,1,0,1,0
ouch back man im sick,-1,-1,-1,-1
major fail since ask,-1,-1,-1,-1
aw thats cute,1,0,1,1
hug,0,-1,1,1
im soo happy back bout hang time,1,1,1,1
oh play,0,0,1,0
friday rain,0,1,0,0
love love love youre beautiful sweet girl ever,1,0,1,1
naw min bug tank would stop min im glad get keep,1,-1,1,1
dm,0,1,0,0
food since woke,-1,-1,0,0
try win ticket dc,0,1,1,0
get home,0,1,0,0
miss,-1,1,-1,-1
yay bank holiday,1,1,1,1
im send happy mama day shout great ever u kick day everyday lovely son,1,0,1,1
ahh see drop toss think turn,0,-1,-1,0
dont like wait,-1,-1,-1,0
best first didnt question xoxo,1,-1,1,1
two month today till im mr ahhhh,0,-1,0,0
hey maria im sorry think accidentally disconnect thank much try head site soon,0,0,-1,0
cute,1,-1,1,1
boo season finale,-1,1,0,-1
ahhh saw may th th newcastle good im soo excite th june bday aswell,1,-1,1,1
take dog weather perfect rite suck becuz didnt come hahaha,1,-1,-1,0
way nice outside work,1,0,1,1
go rain,0,1,0,0
gg summer though go see blog check msn ask,0,0,1,0
wish could pole get space maybe throw furniture get pole,1,0,1,-1
good morning sunshine lol bbl,1,-1,1,1
oh cool know kinda knew bout cuz haha guy together x,0,0,1,1
didnt get chat oh well time eat,-1,-1,1,0
bit devastate lose entire document home computer,-1,-1,-1,-1
may u case ill attend back cant afford go,0,1,-1,0
ticket worth car window,0,1,1,0
next time around please let know take lunch,0,0,1,0
im bum right love,-1,0,1,1
lol omg reply back ppl thx,1,0,1,-1
love britain get talent last night greg amaze hot say notice,1,0,1,1
